,essay_id,grade,prompt,essay,excerpt,feedback,tid,isRepresentative,comment_id
471,,,,,extotic restraunt. Beautiful restraunt soon it was time to leave.,the usage of exotic is really cool -- would love the next sentence to take time explaining the restaurant's exotic look and your feelings related. ,,,1712858314203
472,,,,,Its not hard @CAPS6 not impossible.,Confusing sentence. ,,,1712858359860
474,,,,,vary,Try to only use the word once!,,,1712180802656
475,,,,,I wanted to open my presents,That's so exciting!,,,1712180877044
476,,,,,hour our,"Careful, I think there's a word that's not supposed to be here!",,,1712180898594
477,,,,,to west virgina and back most of the time I was sleeping or waking up sum were eating playing at a hotel pool. Sleep and then hit the road the next day. ,Your writing gets a little confusing here. Maybe adding a period or changing where you have your period right now could help stay on topic!,,,1712180961403
478,,,,,"The time I was vary vary patience was when I was about seven and me, mom, dad, sister, bothers, and grandma from up north (were we got my grandma) to west virgina and back most of the time I was sleeping or waking up sum were eating playing at a hotel pool. ",Please divide this up into multiple sentences so you can expand on each part to clarify what you are trying to say. ,,,1712358802784
479,,,,,Sleep and then hit the road the next day. ,This is not a complete sentence. Please add more!,,,1712358830471
480,,,,,the thing that I had to be so patience about was that we were going to have @CAPS1 there so I wanted to open my presents. and one time we got stuck so that slowed us down about  a hour our .,"From what I see, just this sentence and the next one talk about how you had to be patient during this trip. This is a good start, but please add some more details that expand on the patience part of your story since that should be the focus. ",,,1712358855203
481,,,,,So when we @CAPS2 got there I jumped out ran is fast is I could opened the door and surpise marry @CAPS3 guys.,Was your patience worth it? ,,,1712358921050
483,,,,,well actually is the same,Can you explain more about the similarities between trap shooting a skeet shooting for someone who doesn't know the difference?,,,1713662325700
484,,,,,But I was cool with it I new I was bad because it was the first time,"Can you describe your feelings to us a bit more? Were you cool with it immediately, or were you dissappointed at all at first when you didn't hit any of the targets?",,,1713662367411
485,,,,,t didnt work out. I missed every single bird I clay targets jet actped one.,"I want to know more about what your experience was like. Can you describe it with sensory details? What did you see, hear, smell, and touch?",,,1713662412866
486,,,,, I feelt shown up.,I'm not sure what you mean by this. Can you explain in more detail?,,,1713662449414
487,,,,,tris,Do you mean trigger?,,,1713662469610
488,,,,,"Haha, I fanily did it? We lanched another and I hit it I went @NUM1 in arrow",Great job building the suspense in your story until this final moment of triumph.,,,1713662483601
489,18604.0,7.0,Write about patience. Being patient means that you are understanding and tolerant. A patient person experience difficulties without complaining. Do only one of the following: write a story about a time when you were patient OR write a story about a time when someone you know was patient OR write a story in your own way about patience.,"I must admit there are times when Im not very patient. But I can still remember the day I learned what patience was.I was @NUM1 years old and I was going to my annual checkup at the doctors office. It was around @NUM2 am on a @DATE1 @TIME1. I was with my mother in the waiting room, when a elderly man came in. He seemed extremely sick and I remember being really scared. The women at the front desk came up to us and said it would be a wait, @CAPS1 explained that the man was very ill and could be dying. My told me to be patient but I didnt know what that meant so @CAPS1 explained it to me. @CAPS1 said, You have to wart quietly and not complain no matter how long it takes. I told her. I could do it and sure enough I could. Patience is a very important thing to me. I feel it is not only for yourself but for the consideration of others. When you complain about having to wait it is disrespectful to others. And I know other people are patient for me so I should be for them also.", He seemed extremely sick and I remember being really scared.,Can you add more detail here about how you felt? Pulse racing?,5.0,yes,1712842009229
